,Resample,RMSLE,p,k_V,c_V,r,k_T,d_T,c_T,T_0,V_0
158,159.0,0.9307397345344033,5.9725884713661515,1200000.0,2.5215154646801138e-06,0.19696963163696068,3270.378554187715,0.011,0.03392620835496912,978771.6,25.0
159,160.0,0.9584244906267063,5.849428580232065,1200000.0,2.4993054936338325e-06,0.19533832013189567,3503.775721028447,0.011,0.03980996333417941,978200.4,25.0
160,161.0,0.9591103291130045,6.308014079331237,1200000.0,2.7467556167619473e-06,0.1797791194967644,2759.9596894979477,0.011,0.024954052645101366,1043827.2,25.0
161,162.0,0.8854485561013133,5.84880441615816,1200000.0,2.412567513303756e-06,0.19750441582673517,4349.753485247493,0.011,0.06516707266851379,917279.2,25.0
162,163.0,0.964629189593118,6.218620669164181,1200000.0,2.720467562242166e-06,0.19217827753023897,3738.8384429886937,0.011,0.030078492917319233,975242.4,25.0
163,164.0,0.8696802918313719,5.183673643692231,1200000.0,2.277637817562463e-06,0.22759398004188114,4261.270838916302,0.011,0.047637681816867006,835896.8,25.0
164,165.0,0.9776400790281417,5.460542335793932,1200000.0,2.2446743283363957e-06,0.20963979912497166,3464.8599544987082,0.011,0.050951899053248983,917279.2,25.0
165,166.0,0.9836083367039112,5.791054672553983,1200000.0,2.4667960034756376e-06,0.21092544803226332,4934.269315391779,0.011,0.031677905274601736,975242.4,25.0
166,167.0,1.0309551235469285,6.32370622194906,1200000.0,2.7366602890361842e-06,0.2105181500931792,4030.751188866794,0.011,4.796653629846048e-10,1028500.0,25.0
167,168.0,0.8762855701755079,6.0414170188747605,1200000.0,2.8137802571145967e-06,0.20476200074636353,3294.607464618981,0.011,0.012471042697277945,935924.8,25.0
168,169.0,0.9314862096102502,6.193683927585326,1200000.0,2.737256733715258e-06,0.2053290369013112,4631.355495497584,0.011,4.07829325865805e-12,1088850.0,25.0
